Code_commune_INSEE;Nom_commune;Code_postal;Ligne_5;Libellé_d_acheminement;coordonnees_geographiques;Departement
77010;AUBEPIERRE OZOUER LE REPOS;77720;;AUBEPIERRE OZOUER LE REPOS;48.619969635, 2.903442764;77
77078;CHAMIGNY;77260;;CHAMIGNY;48.985194213, 3.141713493;77
77198;FROMONT;77760;;FROMONT;48.253444259, 2.507679584;77
77256;LIZINES;77650;;LIZINES;48.528270763, 3.165699106;77
77303;MONTDAUPHIN;77320;;MONTDAUPHIN;48.852544799, 3.419772785;77
77316;MORET LOING ET ORVANNE;77250;ECUELLES;MORET LOING ET ORVANNE;48.354686543, 2.819738834;77
77374;PONTCARRE;77135;;PONTCARRE;48.796140319, 2.708077296;77
77379;PROVINS;77160;;PROVINS;48.562992152, 3.287698495;77
77418;ST LOUP DE NAUD;77650;;ST LOUP DE NAUD;48.536668132, 3.218650089;77
77428;ST OUEN EN BRIE;77720;;ST OUEN EN BRIE;48.565555122, 2.920094677;77
77433;BEAUTHEIL SAINTS;77120;SAINTS;BEAUTHEIL SAINTS;48.763240732, 3.076987933;77
77526;VINCY MANOEUVRE;77139;;VINCY MANOEUVRE;49.075564606, 2.958188117;77
78010;LES ALLUETS LE ROI;78580;;LES ALLUETS LE ROI;48.913985039, 1.915038783;78
78034;AUTEUIL;78770;;AUTEUIL;48.839591737, 1.819682429;78
78048;BAZAINVILLE;78550;;BAZAINVILLE;48.806956033, 1.667004597;78
78108;LES BREVIAIRES;78610;;LES BREVIAIRES;48.721352684, 1.816439397;78
78209;EMANCE;78125;;EMANCE;48.591015463, 1.733915555;78
78245;FONTENAY MAUVOISIN;78200;;FONTENAY MAUVOISIN;48.960644071, 1.647482151;78
78317;JAMBVILLE;78440;;JAMBVILLE;49.048073009, 1.849276682;78
78490;PLAISIR;78370;;PLAISIR;48.812531997, 1.946829653;78
78506;PRUNAY EN YVELINES;78660;;PRUNAY EN YVELINES;48.526366733, 1.804987527;78
91340;LISSES;91090;;LISSES;48.597005764, 2.424587432;91
91377;MASSY;91300;;MASSY;48.72750723, 2.275240048;91
91538;ST AUBIN;91190;VILLERAS;ST AUBIN;48.714872473, 2.139502723;91
93001;AUBERVILLIERS;93300;;AUBERVILLIERS;48.912490578, 2.384529976;93
93006;BAGNOLET;93170;;BAGNOLET;48.869038019, 2.422697136;93
94004;BOISSY ST LEGER;94470;;BOISSY ST LEGER;48.747047399, 2.525046124;94
95102;BREANCON;95640;;BREANCON;49.149171382, 2.023077572;95
95183;COURDIMANCHE;95800;;COURDIMANCHE;49.041098761, 1.998749157;95
95301;HAUTE ISLE;95780;;HAUTE ISLE;49.08347563, 1.663060183;95
95313;L ISLE ADAM;95290;;L ISLE ADAM;49.107552227, 2.23444498;95
95427;MONTMAGNY;95360;;MONTMAGNY;48.970064721, 2.345419123;95
95541;ST CLAIR SUR EPTE;95770;;ST CLAIR SUR EPTE;49.213259944, 1.703014579;95
75112;PARIS 12;75012;;PARIS;48.834961818, 2.42138541;75
77032;BETON BAZOCHES;77320;;BETON BAZOCHES;48.707618398, 3.246286861;77
77057;BUSSIERES;77750;;BUSSIERES;48.926760649, 3.237129977;77
77195;FOUJU;77390;;FOUJU;48.587557939, 2.765323151;77
77286;MEIGNEUX;77520;;MEIGNEUX;48.513544233, 3.097160667;77
77293;MISY SUR YONNE;77130;;MISY SUR YONNE;48.365492628, 3.095115023;77
77308;MONTGE EN GOELE;77230;;MONTGE EN GOELE;49.029692608, 2.74358632;77
77467;LA TOMBE;77130;;LA TOMBE;48.386672953, 3.09317412;77
77524;VIMPELLES;77520;;VIMPELLES;48.443236814, 3.166001583;77
78404;MILLEMONT;78940;;MILLEMONT;48.807997958, 1.725974842;78
78601;SONCHAMP;78120;;SONCHAMP;48.588094376, 1.868745798;78
78674;VILLEPREUX;78450;;VILLEPREUX;48.831106067, 2.012426837;78
91041;AVRAINVILLE;91630;;AVRAINVILLE;48.557349367, 2.243918856;91
91112;BROUY;91150;;BROUY;48.326600472, 2.289361406;91
91568;ST MAURICE MONTCOURONNE;91530;;ST MAURICE MONTCOURONNE;48.578810246, 2.120556534;91
91679;VILLIERS LE BACLE;91190;;VILLIERS LE BACLE;48.729064972, 2.122000123;91
91691;YERRES;91330;;YERRES;48.71619444, 2.493068637;91
93055;PANTIN;93500;;PANTIN;48.898544399, 2.409100445;93
94017;CHAMPIGNY SUR MARNE;94500;;CHAMPIGNY SUR MARNE;48.817396568, 2.516989292;94
95176;CORMEILLES EN PARISIS;95240;;CORMEILLES EN PARISIS;48.968653473, 2.199199792;95
95256;FREPILLON;95740;;FREPILLON;49.049985455, 2.205080296;95
95424;MONTIGNY LES CORMEILLES;95370;;MONTIGNY LES CORMEILLES;48.993711113, 2.194320017;95
95428;MONTMORENCY;95160;;MONTMORENCY;48.991738548, 2.320739048;95
95566;ST MARTIN DU TERTRE;95270;;ST MARTIN DU TERTRE;49.103623719, 2.335125035;95
95572;ST OUEN L AUMONE;95310;;ST OUEN L AUMONE;49.044487055, 2.129180256;95
95607;TAVERNY;95150;;TAVERNY;49.026361092, 2.220661508;95
77020;BANNOST VILLEGAGNON;77970;;BANNOST VILLEGAGNON;48.675542321, 3.19174446;77
77033;BEZALLES;77970;;BEZALLES;48.667315384, 3.240070037;77
77063;LA CELLE SUR MORIN;77515;;LA CELLE SUR MORIN;48.797009225, 2.971811391;77
77085;CHANTELOUP EN BRIE;77600;;CHANTELOUP EN BRIE;48.858225613, 2.740089519;77
77110;CHENOU;77570;;CHENOU;48.165124346, 2.652476368;77
77255;LIVRY SUR SEINE;77000;;LIVRY SUR SEINE;48.505178762, 2.685681399;77
77257;LIZY SUR OURCQ;77440;;LIZY SUR OURCQ;49.035262879, 3.01911244;77
77312;MONTIGNY SUR LOING;77690;;MONTIGNY SUR LOING;48.340635219, 2.750259737;77
77313;MONTMACHOUX;77940;;MONTMACHOUX;48.31979932, 2.99278843;77
77335;CHAUCONIN NEUFMONTIERS;77124;NEUFMONTIERS LES MEAUX;CHAUCONIN NEUFMONTIERS;48.972295956, 2.831255098;77
77460;TANCROU;77440;;TANCROU;49.003863277, 3.080175508;77
77474;TRILBARDOU;77450;;TRILBARDOU;48.948721634, 2.804740515;77
77493;VERNEUIL L ETANG;77390;;VERNEUIL L ETANG;48.636494239, 2.831927646;77
77498;VIGNELY;77450;;VIGNELY;48.931868809, 2.815583898;77
77534;YEBLES;77390;;YEBLES;48.637231884, 2.769101712;77
78571;ST NOM LA BRETECHE;78860;;ST NOM LA BRETECHE;48.863157933, 2.018960257;78
78642;VERNEUIL SUR SEINE;78480;;VERNEUIL SUR SEINE;48.986978789, 1.962958272;78
78677;VILLETTE;78930;;VILLETTE;48.926577457, 1.693603321;78
91001;ABBEVILLE LA RIVIERE;91150;;ABBEVILLE LA RIVIERE;48.343284985, 2.191127606;91
91122;BURES SUR YVETTE;91440;;BURES SUR YVETTE;48.693040121, 2.158507422;91
91521;RIS ORANGIS;91130;;RIS ORANGIS;48.645608238, 2.40818892;91
91619;TORFOU;91730;;TORFOU;48.531838018, 2.234442297;91
93029;DRANCY;93700;;DRANCY;48.923469067, 2.444562389;93
93066;ST DENIS;93200;;ST DENIS;48.929643578, 2.359289324;93
94048;MAROLLES EN BRIE;94440;;MAROLLES EN BRIE;48.739547757, 2.554858687;94
95011;AMBLEVILLE;95710;;AMBLEVILLE;49.150476298, 1.694631625;95
95019;ARNOUVILLE;95400;;ARNOUVILLE;48.986083553, 2.417139933;95
95149;CHAUMONTEL;95270;;CHAUMONTEL;49.128484415, 2.435953796;95
95447;NEUILLY EN VEXIN;95640;;NEUILLY EN VEXIN;49.174032903, 1.97935129;95
95529;RONQUEROLLES;95340;;RONQUEROLLES;49.167578463, 2.212832895;95
95574;ST PRIX;95390;;ST PRIX;49.020813573, 2.27027047;95
75105;PARIS 05;75005;;PARIS;48.844452823, 2.350706645;75
75120;PARIS 20;75020;;PARIS;48.863457789, 2.401155799;75
77011;AUFFERVILLE;77570;;AUFFERVILLE;48.204874802, 2.601225988;77
77030;BELLOT;77510;;BELLOT;48.841877156, 3.323964459;77
77060;BUTHIERS;77760;;BUTHIERS;48.287091433, 2.453894161;77
77239;JOUY LE CHATEL;77970;;JOUY LE CHATEL;48.664124697, 3.13524455;77
77249;LESIGNY;77150;;LESIGNY;48.749170435, 2.615962185;77
77327;NANGIS;77370;;NANGIS;48.554486709, 3.008884705;77
77332;NANTOUILLET;77230;;NANTOUILLET;49.000612628, 2.701016703;77
77398;SABLONNIERES;77510;;SABLONNIERES;48.876326573, 3.293071494;77
77414;ST HILLIERS;77160;;ST HILLIERS;48.628932506, 3.258017019;77
77462;THIEUX;77230;;THIEUX;49.009010795, 2.662553618;77
77475;TRILPORT;77470;;TRILPORT;48.958603377, 2.96655236;77
77489;VAUX SUR LUNAIN;77710;;VAUX SUR LUNAIN;48.216495181, 2.956878876;77
77501;VILLECERF;77250;;VILLECERF;48.326790131, 2.846284536;77
77504;VILLEMARECHAL;77710;ST ANGE LE VIEL;VILLEMARECHAL;48.272016653, 2.875857943;77
78077;LA BOISSIERE ECOLE;78125;;LA BOISSIERE ECOLE;48.68994, 1.667717733;78
78082;BOISSY MAUVOISIN;78200;;BOISSY MAUVOISIN;48.966333279, 1.581601093;78
78090;BOUAFLE;78410;;BOUAFLE;48.960180189, 1.897374735;78
78413;MONDREVILLE;78980;;MONDREVILLE;48.904018129, 1.557128642;78
78415;MONTAINVILLE;78124;;MONTAINVILLE;48.880047932, 1.852536969;78
78683;VILLIERS ST FREDERIC;78640;;VILLIERS ST FREDERIC;48.820377155, 1.882792132;78
91315;ITTEVILLE;91760;;ITTEVILLE;48.514301911, 2.343599462;91
93079;VILLETANEUSE;93430;;VILLETANEUSE;48.957545912, 2.345516528;93
94074;VALENTON;94460;;VALENTON;48.752728069, 2.461236106;94
95056;BELLOY EN FRANCE;95270;;BELLOY EN FRANCE;49.092228842, 2.371378479;95
95254;FREMECOURT;95830;;FREMECOURT;49.123173928, 1.993248998;95
95353;MAFFLIERS;95560;;MAFFLIERS;49.083860628, 2.311957058;95
95395;LE MESNIL AUBRY;95720;;LE MESNIL AUBRY;49.053747992, 2.39193391;95
95527;ROISSY EN FRANCE;95700;ROISSY AEROPORT CHARLES DE GAULLE;ROISSY EN FRANCE;49.006657374, 2.513698714;95
95682;VILLIERS LE SEC;95720;;VILLIERS LE SEC;49.074551975, 2.386594087;95
77039;BOISSISE LA BERTRAND;77350;;BOISSISE LA BERTRAND;48.534147164, 2.589893761;77
77061;CANNES ECLUSE;77130;;CANNES ECLUSE;48.364775484, 2.990559168;77
77102;CHATENOY;77167;;CHATENOY;48.230985344, 2.627871561;77
77181;FERRIERES EN BRIE;77164;;FERRIERES EN BRIE;48.820236707, 2.707916244;77
77185;FLEURY EN BIERE;77930;;FLEURY EN BIERE;48.445123988, 2.540829873;77
77254;LIVERDY EN BRIE;77220;;LIVERDY EN BRIE;48.69526083, 2.780078797;77
78123;CARRIERES SOUS POISSY;78955;;CARRIERES SOUS POISSY;48.94570054, 2.028794429;78
78140;CHAPET;78130;;CHAPET;48.968308805, 1.938957991;78
78202;DROCOURT;78440;;DROCOURT;49.05204714, 1.767825662;78
78382;MAURECOURT;78780;;MAURECOURT;48.998670834, 2.053043213;78
78431;MORAINVILLIERS;78630;;MORAINVILLIERS;48.933321989, 1.94535877;78
78605;TACOIGNIERES;78910;;TACOIGNIERES;48.832635262, 1.665302121;78
78606;LE TARTRE GAUDRAN;78113;;LE TARTRE GAUDRAN;48.69683197, 1.603668805;78
91080;BOISSY LE CUTTE;91590;;BOISSY LE CUTTE;48.470389499, 2.285033415;91
91145;CHATIGNONVILLE;91410;;CHATIGNONVILLE;48.469412834, 1.932111437;91
91359;MAISSE;91720;;MAISSE;48.396505697, 2.37074022;91
91376;MAROLLES EN HUREPOIX;91630;;MAROLLES EN HUREPOIX;48.564568271, 2.299591744;91
91461;OLLAINVILLE;91340;;OLLAINVILLE;48.606135209, 2.218842987;91
91570;ST MICHEL SUR ORGE;91240;;ST MICHEL SUR ORGE;48.632105215, 2.312175448;91
91661;VILLEBON SUR YVETTE;91140;;VILLEBON SUR YVETTE;48.695926703, 2.235331474;91
94071;SUCY EN BRIE;94370;LES BRUYERES;SUCY EN BRIE;48.765666849, 2.533133337;94
95257;LA FRETTE SUR SEINE;95530;;LA FRETTE SUR SEINE;48.975019705, 2.178020378;95
95271;GENICOURT;95650;;GENICOURT;49.094890514, 2.06067487;95
95422;MONTGEROULT;95650;;MONTGEROULT;49.090690663, 2.007659129;95
95500;PONTOISE;95000;;PONTOISE;49.051577748, 2.094574042;95
95637;VAUREAL;95490;;VAUREAL;49.029482569, 2.02423558;95
75104;PARIS 04;75004;;PARIS;48.854350603, 2.357625608;75
77275;LES MARETS;77560;;LES MARETS;48.672496749, 3.31572937;77
77297;MONDREVILLE;77570;;MONDREVILLE;48.1507567, 2.597489152;77
77315;MONTRY;77450;;MONTRY;48.886181681, 2.823653323;77
77316;MORET LOING ET ORVANNE;77250;MORET SUR LOING;MORET LOING ET ORVANNE;48.354686543, 2.819738834;77
77329;NANTEAU SUR LUNAIN;77710;;NANTEAU SUR LUNAIN;48.254371875, 2.813053972;77
77370;POLIGNY;77167;;POLIGNY;48.233870662, 2.756057464;77
77406;ST DENIS LES REBAIS;77510;;ST DENIS LES REBAIS;48.845316513, 3.199495535;77
77461;THENISY;77520;;THENISY;48.491589694, 3.17805768;77
77509;VILLENEUVE LES BORDES;77154;;VILLENEUVE LES BORDES;48.49394233, 3.030788938;77
77519;VILLIERS ST GEORGES;77560;;VILLIERS ST GEORGES;48.652024753, 3.407904445;77
78072;BOINVILLIERS;78200;;BOINVILLIERS;48.920586735, 1.663095101;78
78164;CLAIREFONTAINE EN YVELINES;78120;;CLAIREFONTAINE EN YVELINES;48.616399423, 1.906426729;78
78242;FONTENAY LE FLEURY;78330;;FONTENAY LE FLEURY;48.817381128, 2.046651464;78
78285;GRESSEY;78550;;GRESSEY;48.832274161, 1.603283706;78
78302;LA HAUTEVILLE;78113;;LA HAUTEVILLE;48.704663779, 1.626941943;78
78337;LIMETZ VILLEZ;78270;;LIMETZ VILLEZ;49.059961915, 1.549998264;78
78384;MEDAN;78670;;MEDAN;48.954575701, 1.987332276;78
78406;MILON LA CHAPELLE;78470;;MILON LA CHAPELLE;48.728341025, 2.047061319;78
78522;ROCHEFORT EN YVELINES;78730;;ROCHEFORT EN YVELINES;48.592078694, 1.979452196;78
91016;ANGERVILLE;91670;;ANGERVILLE;48.309573391, 2.005568775;91
91122;BURES SUR YVETTE;91440;MONTJAY;BURES SUR YVETTE;48.693040121, 2.158507422;91
91511;PUSSAY;91740;;PUSSAY;48.35015426, 1.997202842;91
92075;VANVES;92170;;VANVES;48.821542393, 2.287396637;92
93008;BOBIGNY;93000;;BOBIGNY;48.907435801, 2.439842933;93
93032;GAGNY;93220;;GAGNY;48.881719762, 2.545716677;93
94038;L HAY LES ROSES;94240;;L HAY LES ROSES;48.77621691, 2.337698598;94
94081;VITRY SUR SEINE;94400;;VITRY SUR SEINE;48.788118568, 2.394516098;94
95061;BETHEMONT LA FORET;95840;;BETHEMONT LA FORET;49.054438671, 2.251184389;95
95211;ENNERY;95300;;ENNERY;49.078002941, 2.109321347;95
95214;EPINAY CHAMPLATREUX;95270;;EPINAY CHAMPLATREUX;49.090493052, 2.406371004;95
95675;VILLERON;95380;;VILLERON;49.060719686, 2.534858214;95
95678;VILLIERS ADAM;95840;;VILLIERS ADAM;49.069898107, 2.238718551;95
77215;GRETZ ARMAINVILLIERS;77220;;GRETZ ARMAINVILLIERS;48.748604257, 2.726276153;77
77218;GRISY SUR SEINE;77480;;GRISY SUR SEINE;48.439434385, 3.317237576;77
77366;LE PLESSIS L EVEQUE;77165;;LE PLESSIS L EVEQUE;49.0074245, 2.794736072;77
77479;VAIRES SUR MARNE;77360;;VAIRES SUR MARNE;48.869814204, 2.635489374;77
77487;VAUX LE PENIL;77000;;VAUX LE PENIL;48.524357339, 2.697674267;77
78255;FRENEUSE;78840;;FRENEUSE;49.049335759, 1.610211048;78
78296;GUITRANCOURT;78440;;GUITRANCOURT;49.007650509, 1.779453859;78
78300;HARGEVILLE;78790;;HARGEVILLE;48.895139741, 1.746682865;78
78383;MAUREPAS;78310;;MAUREPAS;48.77020614, 1.923673013;78
78618;TILLY;78790;;TILLY;48.877615224, 1.574976216;78
78623;LE TREMBLAY SUR MAULDRE;78490;;LE TREMBLAY SUR MAULDRE;48.783217265, 1.877592658;78
91184;COURDIMANCHE SUR ESSONNE;91720;;COURDIMANCHE SUR ESSONNE;48.418215634, 2.363692385;91
91247;LA FORET LE ROI;91410;;LA FORET LE ROI;48.475365841, 2.047620155;91
91345;LONGJUMEAU;91160;BALIZY;LONGJUMEAU;48.689811714, 2.30290407;91
91573;ST PIERRE DU PERRAY;91280;;ST PIERRE DU PERRAY;48.605457849, 2.517419622;91
92009;BOIS COLOMBES;92270;;BOIS COLOMBES;48.915452087, 2.268139583;92
94037;GENTILLY;94250;;GENTILLY;48.813266743, 2.344190973;94
94070;SANTENY;94440;;SANTENY;48.735294459, 2.57631507;94
95039;AUVERS SUR OISE;95430;;AUVERS SUR OISE;49.080695614, 2.154663979;95
95210;ENGHIEN LES BAINS;95880;;ENGHIEN LES BAINS;48.969675214, 2.304737858;95
95592;SERAINCOURT;95450;;SERAINCOURT;49.041656503, 1.878742671;95
77015;BABY;77480;;BABY;48.389474863, 3.344826108;77
77076;CHALMAISON;77650;;CHALMAISON;48.489763986, 3.256089394;77
77090;LA CHAPELLE ST SULPICE;77160;;LA CHAPELLE ST SULPICE;48.558263871, 3.17917823;77
77120;COCHEREL;77440;;COCHEREL;49.018669085, 3.106057108;77
77132;COUPVRAY;77700;;COUPVRAY;48.885771198, 2.793406447;77
77179;FERICY;77133;;FERICY;48.46494806, 2.804263667;77
77280;MARY SUR MARNE;77440;;MARY SUR MARNE;49.015578994, 3.033665472;77
77386;RECLOSES;77760;;RECLOSES;48.339852345, 2.642244196;77
77401;STE AULDE;77260;;STE AULDE;49.003231556, 3.174576044;77
77458;SOUPPES SUR LOING;77460;;SOUPPES SUR LOING;48.187022098, 2.747316996;77
77532;VULAINES LES PROVINS;77160;;VULAINES LES PROVINS;48.563172865, 3.219258483;77
78043;BAILLY;78870;;BAILLY;48.836908799, 2.080545301;78
78062;BEYNES;78650;LA MALADRERIE;BEYNES;48.854527247, 1.869760642;78
78073;BOIS D ARCY;78390;;BOIS D ARCY;48.804564879, 2.017969687;78
78417;MONTCHAUVET;78790;;MONTCHAUVET;48.891560364, 1.626370985;78
91098;BOUTERVILLIERS;91150;;BOUTERVILLIERS;48.455664402, 2.051539487;91
91200;DOURDAN;91410;;DOURDAN;48.53594899, 1.993835055;91
91235;FLEURY MEROGIS;91700;;FLEURY MEROGIS;48.633340671, 2.368720994;91
91378;MAUCHAMPS;91730;;MAUCHAMPS;48.527299683, 2.197056099;91
91577;SAINTRY SUR SEINE;91250;;SAINTRY SUR SEINE;48.59255503, 2.494377774;91
91635;VAUHALLAN;91430;;VAUHALLAN;48.730768143, 2.19906351;91
91662;VILLECONIN;91580;;VILLECONIN;48.501928846, 2.128027786;91
92051;NEUILLY SUR SEINE;92200;;NEUILLY SUR SEINE;48.885661807, 2.266596324;92
94058;LE PERREUX SUR MARNE;94170;;LE PERREUX SUR MARNE;48.842291099, 2.50400578;94
95074;BOISEMONT;95000;;BOISEMONT;49.019060699, 2.004115253;95
95134;CHAMPAGNE SUR OISE;95660;;CHAMPAGNE SUR OISE;49.142509626, 2.228345358;95
95177;CORMEILLES EN VEXIN;95830;;CORMEILLES EN VEXIN;49.113357583, 2.019192461;95
95241;FONTENAY EN PARISIS;95190;;FONTENAY EN PARISIS;49.049926411, 2.445752206;95
95270;GENAINVILLE;95420;;GENAINVILLE;49.11693025, 1.754371607;95
95355;MAGNY EN VEXIN;95420;;MAGNY EN VEXIN;49.159260286, 1.810461753;95
95430;MONTSOULT;95560;;MONTSOULT;49.071313137, 2.304880726;95
75108;PARIS 08;75008;;PARIS;48.872724688, 2.312557715;75
77086;LA CHAPELLE GAUTHIER;77720;;LA CHAPELLE GAUTHIER;48.530198276, 2.862281306;77
77142;CRECY LA CHAPELLE;77580;LA CHAPELLE SUR CRECY;CRECY LA CHAPELLE;48.856760484, 2.933467393;77
77212;GRAVON;77118;;GRAVON;48.388125751, 3.125136442;77
77225;LA HAUTE MAISON;77580;;LA HAUTE MAISON;48.884223827, 3.005396296;77
77335;CHAUCONIN NEUFMONTIERS;77124;;CHAUCONIN NEUFMONTIERS;48.972295956, 2.831255098;77
77417;ST LEGER;77510;;ST LEGER;48.843603733, 3.27133633;77
77419;ST MAMMES;77670;;ST MAMMES;48.386883282, 2.819237369;77
77430;ST PATHUS;77178;;ST PATHUS;49.073774552, 2.78858956;77
77513;VILLENOY;77124;;VILLENOY;48.941663812, 2.851027449;77
78325;JUMEAUVILLE;78580;;JUMEAUVILLE;48.906917134, 1.783808359;78
78381;MAULETTE;78550;;MAULETTE;48.783490057, 1.615912424;78
78551;ST GERMAIN EN LAYE;78100;;ST GERMAIN EN LAYE;48.937287576, 2.096214868;78
78558;ST ILLIERS LA VILLE;78980;;ST ILLIERS LA VILLE;48.977782952, 1.544087499;78
91433;MORIGNY CHAMPIGNY;91150;;MORIGNY CHAMPIGNY;48.440625713, 2.207385974;91
91473;ORVEAU;91590;;ORVEAU;48.449035789, 2.296459096;91
91534;SACLAY;91400;;SACLAY;48.735923981, 2.166033197;91
91547;ST ESCOBILLE;91410;;ST ESCOBILLE;48.422589066, 1.95754312;91
91613;CONGERVILLE THIONVILLE;91740;;CONGERVILLE THIONVILLE;48.382499029, 1.99087837;91
94055;ORMESSON SUR MARNE;94490;;ORMESSON SUR MARNE;48.785828066, 2.539660672;94
94078;VILLENEUVE ST GEORGES;94190;;VILLENEUVE ST GEORGES;48.741877726, 2.449089194;94
95229;EZANVILLE;95460;;EZANVILLE;49.038584108, 2.362267931;95
95604;SURVILLIERS;95470;;SURVILLIERS;49.106233421, 2.544084915;95
75119;PARIS 19;75019;;PARIS;48.887051437, 2.384822082;75
77050;BRANSLES;77620;;BRANSLES;48.149011944, 2.827981309;77
77080;CHAMPCENEST;77560;;CHAMPCENEST;48.67105329, 3.275651963;77
77159;DONNEMARIE DONTILLY;77520;;DONNEMARIE DONTILLY;48.478498645, 3.117973352;77
77306;MONTEREAU SUR LE JARD;77950;;MONTEREAU SUR LE JARD;48.596650346, 2.672495739;77
77323;MOUSSY LE VIEUX;77230;;MOUSSY LE VIEUX;49.048052625, 2.623478178;77
77339;NOISY SUR ECOLE;77123;;NOISY SUR ECOLE;48.377397525, 2.508644662;77
77455;SOIGNOLLES EN BRIE;77111;;SOIGNOLLES EN BRIE;48.645014167, 2.707824338;77
77517;VILLEVAUDE;77410;MONTJAY LA TOUR;VILLEVAUDE;48.911990502, 2.661890564;77
78031;AUFFREVILLE BRASSEUIL;78930;;AUFFREVILLE BRASSEUIL;48.954634274, 1.705279672;78
78118;BUCHELAY;78200;;BUCHELAY;48.984325475, 1.673768387;78
78380;MAULE;78580;;MAULE;48.907465132, 1.83865173;78
78401;MEULAN EN YVELINES;78250;;MEULAN EN YVELINES;49.006530516, 1.913070591;78
78502;LE PORT MARLY;78560;;LE PORT MARLY;48.880475952, 2.109133464;78
91044;BALLAINVILLIERS;91160;;BALLAINVILLIERS;48.671671562, 2.289258475;91
91131;CHALOU MOULINEUX;91740;;CHALOU MOULINEUX;48.380719402, 2.025323954;91
91179;LE COUDRAY MONTCEAUX;91830;;LE COUDRAY MONTCEAUX;48.558603857, 2.487529571;91
91228;EVRY COURCOURONNES;91000;EVRY;EVRY COURCOURONNES;48.626896994, 2.43011442;91
91374;MAROLLES EN BEAUCE;91150;;MAROLLES EN BEAUCE;48.369009918, 2.204978467;91
91390;LE MEREVILLOIS;91660;MEREVILLE;LE MEREVILLOIS;48.316157016, 2.083754497;91
91479;PARAY VIEILLE POSTE;94390;ORLY AEROGARE;PARAY VIEILLE POSTE;48.724600412, 2.360024959;91
92077;VILLE D AVRAY;92410;;VILLE D AVRAY;48.821449246, 2.176374938;92
93070;ST OUEN SUR SEINE;93400;;ST OUEN SUR SEINE;48.90958922, 2.333479974;93
94003;ARCUEIL;94110;;ARCUEIL;48.805418818, 2.334016124;94
94011;BONNEUIL SUR MARNE;94380;;BONNEUIL SUR MARNE;48.773381326, 2.487751746;94
95026;ASNIERES SUR OISE;95270;;ASNIERES SUR OISE;49.14081839, 2.379558393;95
95151;CHAUVRY;95560;;CHAUVRY;49.053529118, 2.269189772;95
95316;JAGNY SOUS BOIS;95850;;JAGNY SOUS BOIS;49.081259318, 2.443533609;95
77047;BOULEURS;77580;;BOULEURS;48.878434669, 2.907922274;77
77059;BUSSY ST MARTIN;77600;RENTILLY;BUSSY ST MARTIN;48.846084524, 2.679076637;77
77066;CERNEUX;77320;;CERNEUX;48.705103072, 3.346765541;77
77207;GIRONVILLE;77890;;GIRONVILLE;48.162258699, 2.533567837;77
77221;GUERMANTES;77600;;GUERMANTES;48.851635925, 2.713174824;77
77262;LOUAN VILLEGRUIS FONTAINE;77560;VILLEGRUIS;LOUAN VILLEGRUIS FONTAINE;48.614524882, 3.48933483;77
77492;VERDELOT;77510;;VERDELOT;48.878935228, 3.365291426;77
77494;VERNOU LA CELLE SUR SEINE;77670;;VERNOU LA CELLE SUR SEINE;48.406307014, 2.853870747;77
77505;VILLEMAREUIL;77470;;VILLEMAREUIL;48.920215823, 2.984812037;77
77512;VILLENEUVE SUR BELLOT;77510;;VILLENEUVE SUR BELLOT;48.872773777, 3.332858845;77
78152;CHAVENAY;78450;;CHAVENAY;48.848339195, 1.982705704;78
78356;MAGNY LES HAMEAUX;78114;CRESSELY;MAGNY LES HAMEAUX;48.741021066, 2.052213427;78
78442;NEAUPHLE LE CHATEAU;78640;;NEAUPHLE LE CHATEAU;48.812374088, 1.904884615;78
78624;TRIEL SUR SEINE;78510;CHEVERCHEMONT;TRIEL SUR SEINE;48.978288982, 2.008358298;78
91069;BOIGNEVILLE;91720;;BOIGNEVILLE;48.328263826, 2.365799072;91
91223;ETAMPES;91150;;ETAMPES;48.421879549, 2.137893217;91
91232;LA FERTE ALAIS;91590;;LA FERTE ALAIS;48.481189114, 2.368102675;91
91477;PALAISEAU;91120;;PALAISEAU;48.714797957, 2.228671091;91
93053;NOISY LE SEC;93130;;NOISY LE SEC;48.891605263, 2.458441136;93
93071;SEVRAN;93270;;SEVRAN;48.938717628, 2.530589988;93
94044;LIMEIL BREVANNES;94450;;LIMEIL BREVANNES;48.745502894, 2.489056972;94
95365;MAREIL EN FRANCE;95850;;MAREIL EN FRANCE;49.069977905, 2.41751294;95
95438;MOUSSY;95640;;MOUSSY;49.135001307, 1.908791193;95
95584;SANTEUIL;95640;;SANTEUIL;49.129178586, 1.957878742;95
77118;CLAYE SOUILLY;77410;SOUILLY;CLAYE SOUILLY;48.942941014, 2.675081572;77
77138;COURTOMER;77390;;COURTOMER;48.657257281, 2.896259702;77
77155;DAMPMART;77400;;DAMPMART;48.894127047, 2.747086664;77
77235;JAIGNES;77440;;JAIGNES;48.986856557, 3.073914447;77
77285;LE MEE SUR SEINE;77350;;LE MEE SUR SEINE;48.539635881, 2.629511597;77
77294;MITRY MORY;77290;;MITRY MORY;48.978141182, 2.612409168;77
77360;PEZARCHES;77131;;PEZARCHES;48.743792429, 2.990318184;77
77385;REBAIS;77510;;REBAIS;48.857882089, 3.232929625;77
77423;ST MARTIN DES CHAMPS;77320;;ST MARTIN DES CHAMPS;48.788271731, 3.333416919;77
